Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/filter_sg_0_audio_ce,MyRtl_i/filter_sg_0_audio_out[19:0]
7706,7706,0,1,-107
7707,7707,0,1,-103
7708,7708,0,1,-91
7709,7709,0,1,-84
7710,7710,0,1,-74
7711,7711,0,1,-67
7712,7712,0,1,-62
7713,7713,0,1,-55
7714,7714,0,1,-44
7715,7715,0,1,-38
7716,7716,0,1,-28
7717,7717,0,1,-19
7718,7718,0,1,-11
7719,7719,0,1,-6
7720,7720,0,1,3
7721,7721,0,1,10
7722,7722,0,1,15
7723,7723,0,1,27
7724,7724,0,1,30
7725,7725,0,1,31
7726,7726,0,1,34
7727,7727,0,1,42
7728,7728,0,1,48
7729,7729,0,1,53
7730,7730,0,1,55
7731,7731,0,1,59
7732,7732,0,1,60
7733,7733,0,1,57
7734,7734,0,1,58
7735,7735,0,1,60
7736,7736,0,1,63
7737,7737,0,1,70
7738,7738,0,1,72
7739,7739,0,1,79
7740,7740,0,1,86
7741,7741,0,1,89
7742,7742,0,1,103
7743,7743,0,1,107
7744,7744,0,1,115
7745,7745,0,1,118
7746,7746,0,1,122
7747,7747,0,1,124
7748,7748,0,1,128
7749,7749,0,1,131
7750,7750,0,1,133
7751,7751,0,1,130
7752,7752,0,1,135
7753,7753,0,1,137
7754,7754,0,1,129
7755,7755,0,1,129
7756,7756,0,1,122
7757,7757,0,1,122
7758,7758,0,1,111
7759,7759,0,1,103
7760,7760,0,1,93
7761,7761,0,1,82
7762,7762,0,1,73
7763,7763,0,1,59
7764,7764,0,1,47
7765,7765,0,1,37
7766,7766,0,1,21
7767,7767,0,1,7
7768,7768,0,1,-7
7769,7769,0,1,-20
7770,7770,0,1,-34
7771,7771,0,1,-44
7772,7772,0,1,-60
7773,7773,0,1,-72
7774,7774,0,1,-84
7775,7775,0,1,-94
7776,7776,0,1,-98
7777,7777,0,1,-104
7778,7778,0,1,-112
7779,7779,0,1,-118
7780,7780,0,1,-121
7781,7781,0,1,-127
7782,7782,0,1,-127
7783,7783,0,1,-133
7784,7784,0,1,-135
7785,7785,0,1,-138
7786,7786,0,1,-137
7787,7787,0,1,-145
7788,7788,0,1,-142
7789,7789,0,1,-141
7790,7790,0,1,-142
7791,7791,0,1,-137
7792,7792,0,1,-134
7793,7793,0,1,-126
7794,7794,0,1,-118
7795,7795,0,1,-104
7796,7796,0,1,-102
7797,7797,0,1,-87
7798,7798,0,1,-81
7799,7799,0,1,-73
7800,7800,0,1,-62
7801,7801,0,1,-58
7802,7802,0,1,-53
7803,7803,0,1,-44
7804,7804,0,1,-32
7805,7805,0,1,-23
7806,7806,0,1,-18
7807,7807,0,1,-7
7808,7808,0,1,-1
7809,7809,0,1,7
7810,7810,0,1,16
7811,7811,0,1,22
7812,7812,0,1,28
7813,7813,0,1,36
7814,7814,0,1,41
7815,7815,0,1,41
7816,7816,0,1,42
7817,7817,0,1,50
7818,7818,0,1,54
7819,7819,0,1,55
7820,7820,0,1,52
7821,7821,0,1,55
7822,7822,0,1,55
7823,7823,0,1,54
7824,7824,0,1,59
7825,7825,0,1,61
7826,7826,0,1,65
7827,7827,0,1,67
7828,7828,0,1,76
7829,7829,0,1,85
7830,7830,0,1,91
7831,7831,0,1,94
7832,7832,0,1,103
7833,7833,0,1,107
7834,7834,0,1,112
7835,7835,0,1,116
7836,7836,0,1,118
7837,7837,0,1,124
7838,7838,0,1,123
7839,7839,0,1,125
7840,7840,0,1,124
7841,7841,0,1,130
7842,7842,0,1,128
7843,7843,0,1,123
7844,7844,0,1,123
7845,7845,0,1,116
7846,7846,0,1,114
7847,7847,0,1,100
7848,7848,0,1,98
7849,7849,0,1,85
7850,7850,0,1,73
7851,7851,0,1,61
7852,7852,0,1,53
7853,7853,0,1,37
7854,7854,0,1,24
7855,7855,0,1,9
7856,7856,0,1,-4
7857,7857,0,1,-19
7858,7858,0,1,-32
7859,7859,0,1,-42
7860,7860,0,1,-56
7861,7861,0,1,-69
7862,7862,0,1,-79
7863,7863,0,1,-87
7864,7864,0,1,-103
7865,7865,0,1,-107
7866,7866,0,1,-114
7867,7867,0,1,-116
7868,7868,0,1,-123
7869,7869,0,1,-126
7870,7870,0,1,-128
7871,7871,0,1,-129
7872,7872,0,1,-132
7873,7873,0,1,-133
7874,7874,0,1,-140
7875,7875,0,1,-139
7876,7876,0,1,-142
7877,7877,0,1,-143
7878,7878,0,1,-140
7879,7879,0,1,-141
7880,7880,0,1,-133
7881,7881,0,1,-130
7882,7882,0,1,-125
7883,7883,0,1,-108
7884,7884,0,1,-103
7885,7885,0,1,-94
7886,7886,0,1,-88
7887,7887,0,1,-77
7888,7888,0,1,-69
7889,7889,0,1,-61
7890,7890,0,1,-51
7891,7891,0,1,-43
7892,7892,0,1,-42
7893,7893,0,1,-30
7894,7894,0,1,-20
7895,7895,0,1,-10
7896,7896,0,1,1
7897,7897,0,1,9
7898,7898,0,1,10
7899,7899,0,1,20
7900,7900,0,1,28
7901,7901,0,1,33
7902,7902,0,1,38
7903,7903,0,1,36
7904,7904,0,1,44
7905,7905,0,1,51
7906,7906,0,1,49
7907,7907,0,1,56
7908,7908,0,1,57
7909,7909,0,1,54
7910,7910,0,1,61
7911,7911,0,1,58
7912,7912,0,1,59
7913,7913,0,1,63
7914,7914,0,1,68
7915,7915,0,1,72
7916,7916,0,1,74
7917,7917,0,1,83
7918,7918,0,1,88
7919,7919,0,1,98
7920,7920,0,1,104
7921,7921,0,1,110
7922,7922,0,1,111
7923,7923,0,1,120
7924,7924,0,1,124
7925,7925,0,1,130
7926,7926,0,1,131
7927,7927,0,1,133
7928,7928,0,1,134
7929,7929,0,1,135
7930,7930,0,1,135
7931,7931,0,1,131
7932,7932,0,1,135
7933,7933,0,1,128
7934,7934,0,1,121
7935,7935,0,1,114
7936,7936,0,1,109
7937,7937,0,1,96
7938,7938,0,1,87
7939,7939,0,1,72
7940,7940,0,1,60
7941,7941,0,1,54
7942,7942,0,1,41
7943,7943,0,1,24
7944,7944,0,1,12
7945,7945,0,1,-6
7946,7946,0,1,-17
7947,7947,0,1,-30
7948,7948,0,1,-46
7949,7949,0,1,-60
7950,7950,0,1,-73
7951,7951,0,1,-79
7952,7952,0,1,-96
7953,7953,0,1,-98
7954,7954,0,1,-107
7955,7955,0,1,-113
7956,7956,0,1,-115
7957,7957,0,1,-120
7958,7958,0,1,-125
7959,7959,0,1,-131
7960,7960,0,1,-133
7961,7961,0,1,-134
7962,7962,0,1,-138
7963,7963,0,1,-137
7964,7964,0,1,-138
7965,7965,0,1,-140
7966,7966,0,1,-139
7967,7967,0,1,-142
7968,7968,0,1,-139
7969,7969,0,1,-135
7970,7970,0,1,-130
7971,7971,0,1,-119
7972,7972,0,1,-108
7973,7973,0,1,-106
7974,7974,0,1,-94
7975,7975,0,1,-84
7976,7976,0,1,-78
7977,7977,0,1,-70
7978,7978,0,1,-63
7979,7979,0,1,-52
7980,7980,0,1,-50
7981,7981,0,1,-37
7982,7982,0,1,-31
7983,7983,0,1,-22
7984,7984,0,1,-11
7985,7985,0,1,-2
7986,7986,0,1,2
7987,7987,0,1,8
7988,7988,0,1,19
7989,7989,0,1,24
7990,7990,0,1,26
7991,7991,0,1,33
7992,7992,0,1,35
7993,7993,0,1,37
7994,7994,0,1,48
7995,7995,0,1,49
7996,7996,0,1,52
7997,7997,0,1,54
7998,7998,0,1,53
7999,7999,0,1,52
8000,8000,0,1,53
8001,8001,0,1,58
8002,8002,0,1,61
8003,8003,0,1,62
8004,8004,0,1,70
8005,8005,0,1,71
8006,8006,0,1,77
8007,8007,0,1,89
8008,8008,0,1,96
8009,8009,0,1,98
8010,8010,0,1,104
8011,8011,0,1,108
8012,8012,0,1,109
8013,8013,0,1,113
8014,8014,0,1,119
8015,8015,0,1,121
8016,8016,0,1,126
8017,8017,0,1,127
8018,8018,0,1,124
8019,8019,0,1,128
8020,8020,0,1,124
8021,8021,0,1,119
8022,8022,0,1,117
8023,8023,0,1,109
8024,8024,0,1,108
8025,8025,0,1,99
8026,8026,0,1,85
8027,8027,0,1,76
8028,8028,0,1,70
8029,8029,0,1,53
8030,8030,0,1,43
8031,8031,0,1,31
8032,8032,0,1,18
8033,8033,0,1,1
8034,8034,0,1,-12
8035,8035,0,1,-22
8036,8036,0,1,-36
8037,8037,0,1,-48
8038,8038,0,1,-61
8039,8039,0,1,-71
8040,8040,0,1,-88
8041,8041,0,1,-98
8042,8042,0,1,-103
8043,8043,0,1,-111
8044,8044,0,1,-115
8045,8045,0,1,-122
8046,8046,0,1,-121
8047,8047,0,1,-126
8048,8048,0,1,-130
8049,8049,0,1,-129
8050,8050,0,1,-131
8051,8051,0,1,-140
8052,8052,0,1,-140
8053,8053,0,1,-143
8054,8054,0,1,-146
8055,8055,0,1,-145
8056,8056,0,1,-141
8057,8057,0,1,-137
8058,8058,0,1,-129
8059,8059,0,1,-123
8060,8060,0,1,-120
8061,8061,0,1,-108
8062,8062,0,1,-99
8063,8063,0,1,-91
8064,8064,0,1,-82
8065,8065,0,1,-77
8066,8066,0,1,-67
8067,8067,0,1,-63
8068,8068,0,1,-52
8069,8069,0,1,-43
8070,8070,0,1,-37
8071,8071,0,1,-26
8072,8072,0,1,-21
8073,8073,0,1,-9
8074,8074,0,1,3
8075,8075,0,1,13
8076,8076,0,1,14
8077,8077,0,1,22
8078,8078,0,1,32
8079,8079,0,1,36
8080,8080,0,1,38
8081,8081,0,1,44
8082,8082,0,1,49
8083,8083,0,1,53
8084,8084,0,1,57
8085,8085,0,1,62
8086,8086,0,1,59
8087,8087,0,1,65
8088,8088,0,1,61
8089,8089,0,1,59
8090,8090,0,1,64
8091,8091,0,1,65
8092,8092,0,1,74
8093,8093,0,1,72
8094,8094,0,1,80
8095,8095,0,1,87
8096,8096,0,1,94
8097,8097,0,1,98
8098,8098,0,1,108
8099,8099,0,1,115
8100,8100,0,1,122
8101,8101,0,1,126
8102,8102,0,1,127
8103,8103,0,1,130
8104,8104,0,1,135
8105,8105,0,1,134
8106,8106,0,1,135
8107,8107,0,1,135
8108,8108,0,1,138
8109,8109,0,1,137
8110,8110,0,1,131
8111,8111,0,1,128
8112,8112,0,1,122
8113,8113,0,1,112
8114,8114,0,1,100
8115,8115,0,1,93
8116,8116,0,1,80
8117,8117,0,1,71
8118,8118,0,1,54
8119,8119,0,1,48
8120,8120,0,1,30
8121,8121,0,1,22
8122,8122,0,1,9
8123,8123,0,1,-9
8124,8124,0,1,-23
8125,8125,0,1,-33
8126,8126,0,1,-51
8127,8127,0,1,-57
8128,8128,0,1,-70
8129,8129,0,1,-85
8130,8130,0,1,-98
8131,8131,0,1,-105
8132,8132,0,1,-109
8133,8133,0,1,-115
8134,8134,0,1,-122
8135,8135,0,1,-119
8136,8136,0,1,-123
8137,8137,0,1,-130
8138,8138,0,1,-129
8139,8139,0,1,-132
8140,8140,0,1,-135
8141,8141,0,1,-139
8142,8142,0,1,-141
8143,8143,0,1,-144
8144,8144,0,1,-139
8145,8145,0,1,-138
8146,8146,0,1,-139
8147,8147,0,1,-130
8148,8148,0,1,-123
8149,8149,0,1,-117
8150,8150,0,1,-104
8151,8151,0,1,-96
8152,8152,0,1,-86
8153,8153,0,1,-83
8154,8154,0,1,-71
8155,8155,0,1,-64
8156,8156,0,1,-57
8157,8157,0,1,-53
8158,8158,0,1,-42
8159,8159,0,1,-35
8160,8160,0,1,-27
8161,8161,0,1,-20
8162,8162,0,1,-7
8163,8163,0,1,3
8164,8164,0,1,4
8165,8165,0,1,17
8166,8166,0,1,17
8167,8167,0,1,24
8168,8168,0,1,29
8169,8169,0,1,30
8170,8170,0,1,37
8171,8171,0,1,44
8172,8172,0,1,45
8173,8173,0,1,53
8174,8174,0,1,53
8175,8175,0,1,53
8176,8176,0,1,51
8177,8177,0,1,51
8178,8178,0,1,55
8179,8179,0,1,55
8180,8180,0,1,58
8181,8181,0,1,62
8182,8182,0,1,70
8183,8183,0,1,71
8184,8184,0,1,83
8185,8185,0,1,88
8186,8186,0,1,91
8187,8187,0,1,104
8188,8188,0,1,108
8189,8189,0,1,111
8190,8190,0,1,112
8191,8191,0,1,115
8192,8192,0,1,120
8193,8193,0,1,123
8194,8194,0,1,127
8195,8195,0,1,126
8196,8196,0,1,124
8197,8197,0,1,126
8198,8198,0,1,124
8199,8199,0,1,122
8200,8200,0,1,117
8201,8201,0,1,111
8202,8202,0,1,103
8203,8203,0,1,91
8204,8204,0,1,81
8205,8205,0,1,74
8206,8206,0,1,62
8207,8207,0,1,48
8208,8208,0,1,38
8209,8209,0,1,26
8210,8210,0,1,13
8211,8211,0,1,-4
8212,8212,0,1,-16
8213,8213,0,1,-28
8214,8214,0,1,-45
8215,8215,0,1,-53
8216,8216,0,1,-64
8217,8217,0,1,-75
8218,8218,0,1,-90
8219,8219,0,1,-100
8220,8220,0,1,-104
8221,8221,0,1,-112
8222,8222,0,1,-117
8223,8223,0,1,-117
8224,8224,0,1,-127
8225,8225,0,1,-131
8226,8226,0,1,-129
8227,8227,0,1,-131
8228,8228,0,1,-131
8229,8229,0,1,-134
8230,8230,0,1,-142
8231,8231,0,1,-145
8232,8232,0,1,-146
8233,8233,0,1,-141
8234,8234,0,1,-139
8235,8235,0,1,-136
8236,8236,0,1,-130
8237,8237,0,1,-124
8238,8238,0,1,-113
8239,8239,0,1,-103
8240,8240,0,1,-93
8241,8241,0,1,-83
8242,8242,0,1,-73
8243,8243,0,1,-65
8244,8244,0,1,-61
8245,8245,0,1,-53
8246,8246,0,1,-46
8247,8247,0,1,-33
8248,8248,0,1,-27
8249,8249,0,1,-18
8250,8250,0,1,-7
8251,8251,0,1,-5
8252,8252,0,1,6
8253,8253,0,1,17
8254,8254,0,1,20
8255,8255,0,1,30
8256,8256,0,1,35
8257,8257,0,1,37
8258,8258,0,1,41
8259,8259,0,1,45
8260,8260,0,1,47
8261,8261,0,1,54
8262,8262,0,1,61
8263,8263,0,1,62
8264,8264,0,1,60
8265,8265,0,1,61
8266,8266,0,1,60
8267,8267,0,1,61
8268,8268,0,1,63
8269,8269,0,1,65
8270,8270,0,1,69
8271,8271,0,1,78
8272,8272,0,1,81
8273,8273,0,1,85
8274,8274,0,1,95
8275,8275,0,1,99
8276,8276,0,1,107
8277,8277,0,1,112
8278,8278,0,1,117
8279,8279,0,1,125
8280,8280,0,1,121
8281,8281,0,1,124
8282,8282,0,1,130
8283,8283,0,1,133
8284,8284,0,1,131
8285,8285,0,1,133
8286,8286,0,1,137
8287,8287,0,1,134
8288,8288,0,1,123
8289,8289,0,1,117
8290,8290,0,1,117
8291,8291,0,1,104
8292,8292,0,1,100
8293,8293,0,1,87
8294,8294,0,1,76
8295,8295,0,1,64
8296,8296,0,1,52
8297,8297,0,1,39
8298,8298,0,1,29
8299,8299,0,1,14
8300,8300,0,1,-1
8301,8301,0,1,-18
8302,8302,0,1,-32
8303,8303,0,1,-42
8304,8304,0,1,-55
8305,8305,0,1,-70
8306,8306,0,1,-82
8307,8307,0,1,-93
8308,8308,0,1,-103
8309,8309,0,1,-110
8310,8310,0,1,-116
8311,8311,0,1,-118
8312,8312,0,1,-122
8313,8313,0,1,-125
8314,8314,0,1,-129
8315,8315,0,1,-134
8316,8316,0,1,-133
8317,8317,0,1,-137
8318,8318,0,1,-144
8319,8319,0,1,-146
8320,8320,0,1,-148
8321,8321,0,1,-141
8322,8322,0,1,-145
8323,8323,0,1,-143
8324,8324,0,1,-136
8325,8325,0,1,-129
8326,8326,0,1,-121
8327,8327,0,1,-113
8328,8328,0,1,-102
8329,8329,0,1,-95
8330,8330,0,1,-89
8331,8331,0,1,-81
8332,8332,0,1,-70
8333,8333,0,1,-59
8334,8334,0,1,-55
8335,8335,0,1,-47
8336,8336,0,1,-42
8337,8337,0,1,-29
8338,8338,0,1,-23
8339,8339,0,1,-14
8340,8340,0,1,-5
8341,8341,0,1,2
8342,8342,0,1,11
8343,8343,0,1,15
8344,8344,0,1,19
8345,8345,0,1,30
8346,8346,0,1,34
8347,8347,0,1,37
8348,8348,0,1,37
8349,8349,0,1,45
8350,8350,0,1,48
8351,8351,0,1,51
8352,8352,0,1,52
8353,8353,0,1,55
8354,8354,0,1,55
8355,8355,0,1,55
8356,8356,0,1,54
8357,8357,0,1,56
8358,8358,0,1,62
8359,8359,0,1,66
8360,8360,0,1,71
8361,8361,0,1,78
8362,8362,0,1,85
8363,8363,0,1,88
8364,8364,0,1,98
8365,8365,0,1,105
8366,8366,0,1,113
8367,8367,0,1,114
8368,8368,0,1,118
8369,8369,0,1,118
8370,8370,0,1,120
8371,8371,0,1,125
8372,8372,0,1,123
8373,8373,0,1,129
8374,8374,0,1,131
8375,8375,0,1,128
8376,8376,0,1,125
8377,8377,0,1,125
8378,8378,0,1,117
8379,8379,0,1,109
8380,8380,0,1,100
8381,8381,0,1,92
8382,8382,0,1,79
8383,8383,0,1,72
8384,8384,0,1,54
8385,8385,0,1,44
8386,8386,0,1,34
8387,8387,0,1,16
8388,8388,0,1,4
8389,8389,0,1,-7
8390,8390,0,1,-22
8391,8391,0,1,-36
8392,8392,0,1,-49
8393,8393,0,1,-65
8394,8394,0,1,-74
8395,8395,0,1,-82
8396,8396,0,1,-95
8397,8397,0,1,-106
8398,8398,0,1,-109
8399,8399,0,1,-111
8400,8400,0,1,-118
8401,8401,0,1,-122
8402,8402,0,1,-126
8403,8403,0,1,-130
8404,8404,0,1,-131
8405,8405,0,1,-136
8406,8406,0,1,-139
8407,8407,0,1,-138
8408,8408,0,1,-136
8409,8409,0,1,-138
8410,8410,0,1,-138
8411,8411,0,1,-137
8412,8412,0,1,-136
8413,8413,0,1,-131
8414,8414,0,1,-124
8415,8415,0,1,-118
8416,8416,0,1,-104
8417,8417,0,1,-97
8418,8418,0,1,-89
8419,8419,0,1,-77
8420,8420,0,1,-72
8421,8421,0,1,-64
8422,8422,0,1,-55
8423,8423,0,1,-45
8424,8424,0,1,-40
8425,8425,0,1,-28
8426,8426,0,1,-25
8427,8427,0,1,-15
8428,8428,0,1,-9
8429,8429,0,1,1
8430,8430,0,1,15
8431,8431,0,1,17
8432,8432,0,1,26
8433,8433,0,1,33
8434,8434,0,1,33
8435,8435,0,1,42
8436,8436,0,1,43
8437,8437,0,1,48
8438,8438,0,1,59
8439,8439,0,1,59
8440,8440,0,1,57
8441,8441,0,1,58
8442,8442,0,1,58
8443,8443,0,1,66
8444,8444,0,1,61
8445,8445,0,1,68
8446,8446,0,1,70
8447,8447,0,1,68
8448,8448,0,1,74
8449,8449,0,1,81
8450,8450,0,1,86
8451,8451,0,1,91
8452,8452,0,1,101
8453,8453,0,1,107
8454,8454,0,1,112
8455,8455,0,1,115
8456,8456,0,1,120
8457,8457,0,1,120
8458,8458,0,1,124
8459,8459,0,1,133
8460,8460,0,1,130
8461,8461,0,1,129
8462,8462,0,1,132
8463,8463,0,1,132
8464,8464,0,1,137
8465,8465,0,1,135
8466,8466,0,1,125
8467,8467,0,1,116
8468,8468,0,1,108
8469,8469,0,1,104
8470,8470,0,1,92
8471,8471,0,1,82
8472,8472,0,1,67
8473,8473,0,1,54
8474,8474,0,1,44
8475,8475,0,1,33
8476,8476,0,1,22
8477,8477,0,1,1
8478,8478,0,1,-10
8479,8479,0,1,-22
8480,8480,0,1,-40
8481,8481,0,1,-50
8482,8482,0,1,-60
8483,8483,0,1,-73
8484,8484,0,1,-85
8485,8485,0,1,-98
8486,8486,0,1,-110
8487,8487,0,1,-110
8488,8488,0,1,-115
8489,8489,0,1,-123
8490,8490,0,1,-131
8491,8491,0,1,-132
8492,8492,0,1,-138
8493,8493,0,1,-133
8494,8494,0,1,-138
8495,8495,0,1,-142
8496,8496,0,1,-147
8497,8497,0,1,-146
8498,8498,0,1,-145
8499,8499,0,1,-146
8500,8500,0,1,-147
8501,8501,0,1,-141
8502,8502,0,1,-136
8503,8503,0,1,-132
8504,8504,0,1,-123
8505,8505,0,1,-112
8506,8506,0,1,-106
8507,8507,0,1,-93
8508,8508,0,1,-83
8509,8509,0,1,-78
8510,8510,0,1,-71
8511,8511,0,1,-57
8512,8512,0,1,-52
8513,8513,0,1,-42
8514,8514,0,1,-36
8515,8515,0,1,-23
8516,8516,0,1,-21
8517,8517,0,1,-10
8518,8518,0,1,-2
8519,8519,0,1,5
8520,8520,0,1,10
8521,8521,0,1,23
8522,8522,0,1,26
8523,8523,0,1,30
8524,8524,0,1,31
8525,8525,0,1,36
8526,8526,0,1,45
8527,8527,0,1,42
8528,8528,0,1,53
8529,8529,0,1,53
8530,8530,0,1,53
8531,8531,0,1,53
8532,8532,0,1,57
8533,8533,0,1,59
8534,8534,0,1,61
8535,8535,0,1,61
8536,8536,0,1,66
8537,8537,0,1,70
8538,8538,0,1,75
8539,8539,0,1,85
8540,8540,0,1,89
8541,8541,0,1,96
8542,8542,0,1,103
8543,8543,0,1,112
8544,8544,0,1,113
8545,8545,0,1,119
8546,8546,0,1,121
8547,8547,0,1,124
8548,8548,0,1,127
8549,8549,0,1,130
8550,8550,0,1,133
8551,8551,0,1,134
8552,8552,0,1,129
8553,8553,0,1,128
8554,8554,0,1,131
8555,8555,0,1,124
8556,8556,0,1,118
8557,8557,0,1,110
8558,8558,0,1,98
8559,8559,0,1,94
8560,8560,0,1,77
8561,8561,0,1,72
8562,8562,0,1,54
8563,8563,0,1,44
8564,8564,0,1,29
8565,8565,0,1,21
8566,8566,0,1,4
8567,8567,0,1,-9
8568,8568,0,1,-24
8569,8569,0,1,-38
8570,8570,0,1,-47
8571,8571,0,1,-60
8572,8572,0,1,-75
8573,8573,0,1,-85
8574,8574,0,1,-92
8575,8575,0,1,-101
8576,8576,0,1,-112
8577,8577,0,1,-112
8578,8578,0,1,-121
8579,8579,0,1,-124
8580,8580,0,1,-130
8581,8581,0,1,-130
8582,8582,0,1,-128
8583,8583,0,1,-133
8584,8584,0,1,-133
8585,8585,0,1,-138
8586,8586,0,1,-143
8587,8587,0,1,-142
8588,8588,0,1,-144
8589,8589,0,1,-135
8590,8590,0,1,-137
8591,8591,0,1,-131
8592,8592,0,1,-122
8593,8593,0,1,-111
8594,8594,0,1,-105
8595,8595,0,1,-97
8596,8596,0,1,-88
8597,8597,0,1,-78
8598,8598,0,1,-73
8599,8599,0,1,-66
8600,8600,0,1,-53
8601,8601,0,1,-51
8602,8602,0,1,-41
8603,8603,0,1,-33
8604,8604,0,1,-22
8605,8605,0,1,-11
8606,8606,0,1,-10
8607,8607,0,1,4
8608,8608,0,1,7
8609,8609,0,1,14
8610,8610,0,1,26
8611,8611,0,1,32
8612,8612,0,1,34
8613,8613,0,1,36
8614,8614,0,1,48
8615,8615,0,1,46
8616,8616,0,1,56
8617,8617,0,1,53
8618,8618,0,1,58
8619,8619,0,1,54
8620,8620,0,1,58
8621,8621,0,1,58
8622,8622,0,1,61
8623,8623,0,1,66
8624,8624,0,1,67
8625,8625,0,1,70
8626,8626,0,1,78
8627,8627,0,1,81
8628,8628,0,1,90
8629,8629,0,1,96
8630,8630,0,1,104
8631,8631,0,1,109
8632,8632,0,1,111
8633,8633,0,1,120
8634,8634,0,1,121
8635,8635,0,1,123
8636,8636,0,1,129
8637,8637,0,1,125
8638,8638,0,1,127
8639,8639,0,1,130
8640,8640,0,1,132
8641,8641,0,1,132
8642,8642,0,1,130
8643,8643,0,1,122
8644,8644,0,1,116
8645,8645,0,1,110
8646,8646,0,1,102
8647,8647,0,1,93
8648,8648,0,1,82
8649,8649,0,1,72
8650,8650,0,1,63
8651,8651,0,1,48
8652,8652,0,1,36
8653,8653,0,1,23
8654,8654,0,1,12
8655,8655,0,1,-4
8656,8656,0,1,-21
8657,8657,0,1,-31
8658,8658,0,1,-46
8659,8659,0,1,-53
8660,8660,0,1,-73
8661,8661,0,1,-79
8662,8662,0,1,-93
8663,8663,0,1,-102
8664,8664,0,1,-109
8665,8665,0,1,-117
8666,8666,0,1,-122
8667,8667,0,1,-126
8668,8668,0,1,-128
8669,8669,0,1,-130
8670,8670,0,1,-130
8671,8671,0,1,-134
8672,8672,0,1,-137
8673,8673,0,1,-144
8674,8674,0,1,-146
8675,8675,0,1,-146
8676,8676,0,1,-146
8677,8677,0,1,-148
8678,8678,0,1,-143
8679,8679,0,1,-141
8680,8680,0,1,-135
8681,8681,0,1,-124
8682,8682,0,1,-115
8683,8683,0,1,-108
8684,8684,0,1,-102
8685,8685,0,1,-88
8686,8686,0,1,-85
8687,8687,0,1,-69
8688,8688,0,1,-65
8689,8689,0,1,-58
8690,8690,0,1,-46
8691,8691,0,1,-45
8692,8692,0,1,-30
8693,8693,0,1,-20
8694,8694,0,1,-16
8695,8695,0,1,-11
8696,8696,0,1,-2
8697,8697,0,1,12
8698,8698,0,1,15
8699,8699,0,1,21
8700,8700,0,1,30
8701,8701,0,1,32
8702,8702,0,1,40
8703,8703,0,1,44
8704,8704,0,1,46
8705,8705,0,1,50
8706,8706,0,1,54
8707,8707,0,1,58
8708,8708,0,1,52
8709,8709,0,1,56
8710,8710,0,1,60
8711,8711,0,1,61
8712,8712,0,1,58
8713,8713,0,1,61
8714,8714,0,1,70
8715,8715,0,1,73
8716,8716,0,1,81
8717,8717,0,1,88
8718,8718,0,1,95
8719,8719,0,1,102
8720,8720,0,1,107
8721,8721,0,1,110
8722,8722,0,1,117
8723,8723,0,1,124
8724,8724,0,1,120
8725,8725,0,1,125
8726,8726,0,1,130
8727,8727,0,1,129
8728,8728,0,1,132
8729,8729,0,1,127
8730,8730,0,1,131
8731,8731,0,1,129
8732,8732,0,1,126
8733,8733,0,1,121
8734,8734,0,1,111
8735,8735,0,1,106
8736,8736,0,1,94
8737,8737,0,1,84
8738,8738,0,1,70
8739,8739,0,1,57
8740,8740,0,1,53
8741,8741,0,1,41
8742,8742,0,1,29
8743,8743,0,1,12
8744,8744,0,1,0
8745,8745,0,1,-17
8746,8746,0,1,-27
8747,8747,0,1,-41
8748,8748,0,1,-58
8749,8749,0,1,-64
8750,8750,0,1,-75
8751,8751,0,1,-92
8752,8752,0,1,-95
8753,8753,0,1,-104
8754,8754,0,1,-112
8755,8755,0,1,-112
8756,8756,0,1,-119
8757,8757,0,1,-119
8758,8758,0,1,-124
8759,8759,0,1,-126
8760,8760,0,1,-131
8761,8761,0,1,-131
8762,8762,0,1,-134
8763,8763,0,1,-139
8764,8764,0,1,-140
8765,8765,0,1,-140
8766,8766,0,1,-136
8767,8767,0,1,-134
8768,8768,0,1,-134
8769,8769,0,1,-128
8770,8770,0,1,-116
8771,8771,0,1,-105
8772,8772,0,1,-100
8773,8773,0,1,-93
8774,8774,0,1,-82
8775,8775,0,1,-74
8776,8776,0,1,-66
8777,8777,0,1,-57
8778,8778,0,1,-56
8779,8779,0,1,-45
8780,8780,0,1,-36
8781,8781,0,1,-30
8782,8782,0,1,-19
8783,8783,0,1,-9
8784,8784,0,1,1
8785,8785,0,1,3
8786,8786,0,1,11
8787,8787,0,1,22
8788,8788,0,1,24
8789,8789,0,1,36
8790,8790,0,1,34
8791,8791,0,1,45
8792,8792,0,1,48
8793,8793,0,1,53
8794,8794,0,1,56
8795,8795,0,1,56
8796,8796,0,1,57
8797,8797,0,1,56
8798,8798,0,1,58
8799,8799,0,1,58
8800,8800,0,1,62
8801,8801,0,1,64
8802,8802,0,1,72
8803,8803,0,1,71
8804,8804,0,1,78
8805,8805,0,1,85
8806,8806,0,1,93
8807,8807,0,1,99
8808,8808,0,1,108
8809,8809,0,1,110
8810,8810,0,1,111
8811,8811,0,1,119
8812,8812,0,1,120
8813,8813,0,1,129
8814,8814,0,1,125
8815,8815,0,1,130
8816,8816,0,1,127
8817,8817,0,1,126
8818,8818,0,1,129
8819,8819,0,1,131
8820,8820,0,1,124
8821,8821,0,1,119
8822,8822,0,1,118
8823,8823,0,1,106
8824,8824,0,1,97
