Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/filter_sg_0_audio_ce,MyRtl_i/filter_sg_0_audio_out[19:0]
4762,4762,0,1,-117
4763,4763,0,1,-127
4764,4764,0,1,-127
4765,4765,0,1,-126
4766,4766,0,1,-135
4767,4767,0,1,-136
4768,4768,0,1,-136
4769,4769,0,1,-140
4770,4770,0,1,-143
4771,4771,0,1,-138
4772,4772,0,1,-135
4773,4773,0,1,-130
4774,4774,0,1,-121
4775,4775,0,1,-114
4776,4776,0,1,-106
4777,4777,0,1,-98
4778,4778,0,1,-88
4779,4779,0,1,-86
4780,4780,0,1,-77
4781,4781,0,1,-70
4782,4782,0,1,-57
4783,4783,0,1,-53
4784,4784,0,1,-47
4785,4785,0,1,-36
4786,4786,0,1,-25
4787,4787,0,1,-16
4788,4788,0,1,-11
4789,4789,0,1,-4
4790,4790,0,1,7
4791,4791,0,1,11
4792,4792,0,1,17
4793,4793,0,1,22
4794,4794,0,1,34
4795,4795,0,1,36
4796,4796,0,1,43
4797,4797,0,1,45
4798,4798,0,1,53
4799,4799,0,1,58
4800,4800,0,1,62
4801,4801,0,1,60
4802,4802,0,1,60
4803,4803,0,1,62
4804,4804,0,1,64
4805,4805,0,1,62
4806,4806,0,1,62
4807,4807,0,1,71
4808,4808,0,1,73
4809,4809,0,1,78
4810,4810,0,1,84
4811,4811,0,1,91
4812,4812,0,1,99
4813,4813,0,1,105
4814,4814,0,1,110
4815,4815,0,1,112
4816,4816,0,1,119
4817,4817,0,1,123
4818,4818,0,1,122
4819,4819,0,1,127
4820,4820,0,1,131
4821,4821,0,1,129
4822,4822,0,1,130
4823,4823,0,1,133
4824,4824,0,1,125
4825,4825,0,1,122
4826,4826,0,1,121
4827,4827,0,1,114
4828,4828,0,1,104
4829,4829,0,1,101
4830,4830,0,1,84
4831,4831,0,1,74
4832,4832,0,1,63
4833,4833,0,1,50
4834,4834,0,1,40
4835,4835,0,1,28
4836,4836,0,1,16
4837,4837,0,1,0
4838,4838,0,1,-15
4839,4839,0,1,-27
4840,4840,0,1,-43
4841,4841,0,1,-53
4842,4842,0,1,-69
4843,4843,0,1,-74
4844,4844,0,1,-89
4845,4845,0,1,-102
4846,4846,0,1,-110
4847,4847,0,1,-109
4848,4848,0,1,-114
4849,4849,0,1,-122
4850,4850,0,1,-124
4851,4851,0,1,-128
4852,4852,0,1,-131
4853,4853,0,1,-139
4854,4854,0,1,-135
4855,4855,0,1,-144
4856,4856,0,1,-147
4857,4857,0,1,-147
4858,4858,0,1,-150
4859,4859,0,1,-146
4860,4860,0,1,-144
4861,4861,0,1,-141
4862,4862,0,1,-137
4863,4863,0,1,-127
4864,4864,0,1,-122
4865,4865,0,1,-112
4866,4866,0,1,-108
4867,4867,0,1,-97
4868,4868,0,1,-88
4869,4869,0,1,-77
4870,4870,0,1,-72
4871,4871,0,1,-63
4872,4872,0,1,-59
4873,4873,0,1,-50
4874,4874,0,1,-41
4875,4875,0,1,-29
4876,4876,0,1,-21
4877,4877,0,1,-10
4878,4878,0,1,-3
4879,4879,0,1,3
4880,4880,0,1,11
4881,4881,0,1,22
4882,4882,0,1,22
4883,4883,0,1,28
4884,4884,0,1,31
4885,4885,0,1,33
4886,4886,0,1,40
4887,4887,0,1,52
4888,4888,0,1,57
4889,4889,0,1,57
4890,4890,0,1,58
4891,4891,0,1,55
4892,4892,0,1,58
4893,4893,0,1,63
4894,4894,0,1,62
4895,4895,0,1,64
4896,4896,0,1,68
4897,4897,0,1,72
4898,4898,0,1,85
4899,4899,0,1,88
4900,4900,0,1,94
4901,4901,0,1,98
4902,4902,0,1,108
4903,4903,0,1,116
4904,4904,0,1,114
4905,4905,0,1,124
4906,4906,0,1,127
4907,4907,0,1,130
4908,4908,0,1,130
4909,4909,0,1,129
4910,4910,0,1,133
4911,4911,0,1,136
4912,4912,0,1,133
4913,4913,0,1,132
4914,4914,0,1,128
4915,4915,0,1,120
4916,4916,0,1,118
4917,4917,0,1,107
4918,4918,0,1,99
4919,4919,0,1,92
4920,4920,0,1,79
4921,4921,0,1,66
4922,4922,0,1,59
4923,4923,0,1,42
4924,4924,0,1,33
4925,4925,0,1,17
4926,4926,0,1,7
4927,4927,0,1,-6
4928,4928,0,1,-25
4929,4929,0,1,-33
4930,4930,0,1,-49
4931,4931,0,1,-61
4932,4932,0,1,-71
4933,4933,0,1,-82
4934,4934,0,1,-91
4935,4935,0,1,-99
4936,4936,0,1,-105
4937,4937,0,1,-109
4938,4938,0,1,-115
4939,4939,0,1,-121
4940,4940,0,1,-118
4941,4941,0,1,-128
4942,4942,0,1,-124
4943,4943,0,1,-129
4944,4944,0,1,-132
4945,4945,0,1,-133
4946,4946,0,1,-135
4947,4947,0,1,-139
4948,4948,0,1,-139
4949,4949,0,1,-134
4950,4950,0,1,-136
4951,4951,0,1,-128
4952,4952,0,1,-125
4953,4953,0,1,-114
4954,4954,0,1,-108
4955,4955,0,1,-95
4956,4956,0,1,-92
4957,4957,0,1,-79
4958,4958,0,1,-72
4959,4959,0,1,-65
4960,4960,0,1,-54
4961,4961,0,1,-53
4962,4962,0,1,-39
4963,4963,0,1,-30
4964,4964,0,1,-25
4965,4965,0,1,-16
4966,4966,0,1,-3
4967,4967,0,1,2
4968,4968,0,1,9
4969,4969,0,1,16
4970,4970,0,1,23
4971,4971,0,1,31
4972,4972,0,1,32
4973,4973,0,1,38
4974,4974,0,1,43
4975,4975,0,1,48
4976,4976,0,1,52
4977,4977,0,1,56
4978,4978,0,1,58
4979,4979,0,1,62
4980,4980,0,1,60
4981,4981,0,1,58
4982,4982,0,1,61
4983,4983,0,1,62
4984,4984,0,1,66
4985,4985,0,1,71
4986,4986,0,1,73
4987,4987,0,1,85
4988,4988,0,1,88
4989,4989,0,1,95
4990,4990,0,1,102
4991,4991,0,1,107
4992,4992,0,1,109
4993,4993,0,1,117
4994,4994,0,1,125
4995,4995,0,1,122
4996,4996,0,1,127
4997,4997,0,1,132
4998,4998,0,1,127
4999,4999,0,1,128
5000,5000,0,1,134
5001,5001,0,1,133
5002,5002,0,1,129
5003,5003,0,1,126
5004,5004,0,1,119
5005,5005,0,1,112
5006,5006,0,1,106
5007,5007,0,1,100
5008,5008,0,1,86
5009,5009,0,1,71
5010,5010,0,1,59
5011,5011,0,1,50
5012,5012,0,1,37
5013,5013,0,1,25
5014,5014,0,1,10
5015,5015,0,1,-2
5016,5016,0,1,-16
5017,5017,0,1,-27
5018,5018,0,1,-44
5019,5019,0,1,-57
5020,5020,0,1,-68
5021,5021,0,1,-81
5022,5022,0,1,-92
5023,5023,0,1,-101
5024,5024,0,1,-112
5025,5025,0,1,-114
5026,5026,0,1,-125
5027,5027,0,1,-128
5028,5028,0,1,-124
5029,5029,0,1,-133
5030,5030,0,1,-130
5031,5031,0,1,-137
5032,5032,0,1,-141
5033,5033,0,1,-143
5034,5034,0,1,-142
5035,5035,0,1,-150
5036,5036,0,1,-148
5037,5037,0,1,-149
5038,5038,0,1,-146
5039,5039,0,1,-140
5040,5040,0,1,-137
5041,5041,0,1,-128
5042,5042,0,1,-117
5043,5043,0,1,-111
5044,5044,0,1,-96
5045,5045,0,1,-94
5046,5046,0,1,-84
5047,5047,0,1,-73
5048,5048,0,1,-66
5049,5049,0,1,-60
5050,5050,0,1,-49
5051,5051,0,1,-48
5052,5052,0,1,-39
5053,5053,0,1,-27
5054,5054,0,1,-18
5055,5055,0,1,-11
5056,5056,0,1,-3
5057,5057,0,1,5
5058,5058,0,1,14
5059,5059,0,1,19
5060,5060,0,1,27
5061,5061,0,1,31
5062,5062,0,1,30
5063,5063,0,1,39
5064,5064,0,1,47
5065,5065,0,1,51
5066,5066,0,1,52
5067,5067,0,1,56
5068,5068,0,1,55
5069,5069,0,1,52
5070,5070,0,1,53
5071,5071,0,1,55
5072,5072,0,1,59
5073,5073,0,1,63
5074,5074,0,1,66
5075,5075,0,1,74
5076,5076,0,1,80
5077,5077,0,1,91
5078,5078,0,1,99
5079,5079,0,1,101
5080,5080,0,1,108
5081,5081,0,1,114
5082,5082,0,1,118
5083,5083,0,1,121
5084,5084,0,1,126
5085,5085,0,1,125
5086,5086,0,1,124
5087,5087,0,1,131
5088,5088,0,1,130
5089,5089,0,1,134
5090,5090,0,1,131
5091,5091,0,1,128
5092,5092,0,1,125
5093,5093,0,1,120
5094,5094,0,1,111
5095,5095,0,1,103
5096,5096,0,1,100
5097,5097,0,1,89
5098,5098,0,1,76
5099,5099,0,1,64
5100,5100,0,1,54
5101,5101,0,1,39
5102,5102,0,1,30
5103,5103,0,1,14
5104,5104,0,1,-4
5105,5105,0,1,-13
5106,5106,0,1,-29
5107,5107,0,1,-44
5108,5108,0,1,-50
5109,5109,0,1,-65
5110,5110,0,1,-74
5111,5111,0,1,-88
5112,5112,0,1,-99
5113,5113,0,1,-103
5114,5114,0,1,-107
5115,5115,0,1,-115
5116,5116,0,1,-117
5117,5117,0,1,-123
5118,5118,0,1,-122
5119,5119,0,1,-125
5120,5120,0,1,-127
5121,5121,0,1,-127
5122,5122,0,1,-135
5123,5123,0,1,-134
5124,5124,0,1,-138
5125,5125,0,1,-138
5126,5126,0,1,-139
5127,5127,0,1,-131
5128,5128,0,1,-128
5129,5129,0,1,-124
5130,5130,0,1,-115
5131,5131,0,1,-107
5132,5132,0,1,-96
5133,5133,0,1,-94
5134,5134,0,1,-83
5135,5135,0,1,-76
5136,5136,0,1,-68
5137,5137,0,1,-58
5138,5138,0,1,-57
5139,5139,0,1,-44
5140,5140,0,1,-35
5141,5141,0,1,-31
5142,5142,0,1,-20
5143,5143,0,1,-12
5144,5144,0,1,-4
5145,5145,0,1,4
5146,5146,0,1,17
5147,5147,0,1,22
5148,5148,0,1,23
5149,5149,0,1,28
5150,5150,0,1,33
5151,5151,0,1,38
5152,5152,0,1,43
5153,5153,0,1,54
5154,5154,0,1,54
5155,5155,0,1,58
5156,5156,0,1,57
5157,5157,0,1,61
5158,5158,0,1,57
5159,5159,0,1,58
5160,5160,0,1,60
5161,5161,0,1,61
5162,5162,0,1,66
5163,5163,0,1,65
5164,5164,0,1,70
5165,5165,0,1,80
5166,5166,0,1,87
5167,5167,0,1,95
5168,5168,0,1,98
5169,5169,0,1,110
5170,5170,0,1,108
5171,5171,0,1,118
5172,5172,0,1,116
5173,5173,0,1,121
5174,5174,0,1,123
5175,5175,0,1,124
5176,5176,0,1,123
5177,5177,0,1,127
5178,5178,0,1,123
5179,5179,0,1,126
5180,5180,0,1,124
5181,5181,0,1,117
5182,5182,0,1,115
5183,5183,0,1,111
5184,5184,0,1,95
5185,5185,0,1,92
5186,5186,0,1,80
5187,5187,0,1,68
5188,5188,0,1,56
5189,5189,0,1,42
5190,5190,0,1,31
5191,5191,0,1,15
5192,5192,0,1,5
5193,5193,0,1,-10
5194,5194,0,1,-24
5195,5195,0,1,-39
5196,5196,0,1,-49
5197,5197,0,1,-65
5198,5198,0,1,-74
5199,5199,0,1,-86
5200,5200,0,1,-97
5201,5201,0,1,-104
5202,5202,0,1,-108
5203,5203,0,1,-118
5204,5204,0,1,-119
5205,5205,0,1,-125
5206,5206,0,1,-129
5207,5207,0,1,-128
5208,5208,0,1,-136
5209,5209,0,1,-139
5210,5210,0,1,-142
5211,5211,0,1,-145
5212,5212,0,1,-145
5213,5213,0,1,-149
5214,5214,0,1,-145
5215,5215,0,1,-144
5216,5216,0,1,-143
5217,5217,0,1,-135
5218,5218,0,1,-124
5219,5219,0,1,-118
5220,5220,0,1,-109
5221,5221,0,1,-103
5222,5222,0,1,-91
5223,5223,0,1,-82
5224,5224,0,1,-75
5225,5225,0,1,-71
5226,5226,0,1,-60
5227,5227,0,1,-51
5228,5228,0,1,-42
5229,5229,0,1,-30
5230,5230,0,1,-26
5231,5231,0,1,-14
5232,5232,0,1,-9
5233,5233,0,1,-1
5234,5234,0,1,12
5235,5235,0,1,15
5236,5236,0,1,21
5237,5237,0,1,29
5238,5238,0,1,31
5239,5239,0,1,42
5240,5240,0,1,45
5241,5241,0,1,49
5242,5242,0,1,51
5243,5243,0,1,57
5244,5244,0,1,60
5245,5245,0,1,61
5246,5246,0,1,63
5247,5247,0,1,60
5248,5248,0,1,61
5249,5249,0,1,60
5250,5250,0,1,69
5251,5251,0,1,69
5252,5252,0,1,75
5253,5253,0,1,83
5254,5254,0,1,87
5255,5255,0,1,96
5256,5256,0,1,100
5257,5257,0,1,104
5258,5258,0,1,115
5259,5259,0,1,115
5260,5260,0,1,119
5261,5261,0,1,124
5262,5262,0,1,128
5263,5263,0,1,131
5264,5264,0,1,132
5265,5265,0,1,133
5266,5266,0,1,133
5267,5267,0,1,130
5268,5268,0,1,129
5269,5269,0,1,128
5270,5270,0,1,125
5271,5271,0,1,115
5272,5272,0,1,114
5273,5273,0,1,106
5274,5274,0,1,95
5275,5275,0,1,82
5276,5276,0,1,68
5277,5277,0,1,61
5278,5278,0,1,48
5279,5279,0,1,33
5280,5280,0,1,19
5281,5281,0,1,7
5282,5282,0,1,-9
5283,5283,0,1,-22
5284,5284,0,1,-39
5285,5285,0,1,-52
5286,5286,0,1,-59
5287,5287,0,1,-77
5288,5288,0,1,-82
5289,5289,0,1,-94
5290,5290,0,1,-102
5291,5291,0,1,-108
5292,5292,0,1,-115
5293,5293,0,1,-123
5294,5294,0,1,-126
5295,5295,0,1,-128
5296,5296,0,1,-131
5297,5297,0,1,-130
5298,5298,0,1,-131
5299,5299,0,1,-141
5300,5300,0,1,-143
5301,5301,0,1,-140
5302,5302,0,1,-142
5303,5303,0,1,-141
5304,5304,0,1,-136
5305,5305,0,1,-132
5306,5306,0,1,-132
5307,5307,0,1,-119
5308,5308,0,1,-114
5309,5309,0,1,-103
5310,5310,0,1,-96
5311,5311,0,1,-87
5312,5312,0,1,-77
5313,5313,0,1,-74
5314,5314,0,1,-67
5315,5315,0,1,-63
5316,5316,0,1,-51
5317,5317,0,1,-43
5318,5318,0,1,-37
5319,5319,0,1,-25
5320,5320,0,1,-16
5321,5321,0,1,-8
5322,5322,0,1,3
5323,5323,0,1,7
5324,5324,0,1,12
5325,5325,0,1,19
5326,5326,0,1,26
5327,5327,0,1,31
5328,5328,0,1,34
5329,5329,0,1,42
5330,5330,0,1,47
5331,5331,0,1,49
5332,5332,0,1,49
5333,5333,0,1,56
5334,5334,0,1,52
5335,5335,0,1,55
5336,5336,0,1,56
5337,5337,0,1,51
5338,5338,0,1,58
5339,5339,0,1,61
5340,5340,0,1,62
5341,5341,0,1,74
5342,5342,0,1,79
5343,5343,0,1,86
5344,5344,0,1,88
5345,5345,0,1,98
5346,5346,0,1,104
5347,5347,0,1,112
5348,5348,0,1,114
5349,5349,0,1,121
5350,5350,0,1,124
5351,5351,0,1,127
5352,5352,0,1,127
5353,5353,0,1,123
5354,5354,0,1,128
5355,5355,0,1,126
5356,5356,0,1,124
5357,5357,0,1,129
5358,5358,0,1,124
5359,5359,0,1,118
5360,5360,0,1,112
5361,5361,0,1,103
5362,5362,0,1,93
5363,5363,0,1,84
5364,5364,0,1,74
5365,5365,0,1,59
5366,5366,0,1,45
5367,5367,0,1,34
5368,5368,0,1,24
5369,5369,0,1,12
5370,5370,0,1,-3
5371,5371,0,1,-11
5372,5372,0,1,-33
5373,5373,0,1,-44
5374,5374,0,1,-60
5375,5375,0,1,-69
5376,5376,0,1,-82
5377,5377,0,1,-94
5378,5378,0,1,-106
5379,5379,0,1,-109
5380,5380,0,1,-114
5381,5381,0,1,-116
5382,5382,0,1,-124
5383,5383,0,1,-132
5384,5384,0,1,-131
5385,5385,0,1,-134
5386,5386,0,1,-134
5387,5387,0,1,-140
5388,5388,0,1,-140
5389,5389,0,1,-148
5390,5390,0,1,-148
5391,5391,0,1,-141
5392,5392,0,1,-143
5393,5393,0,1,-144
5394,5394,0,1,-137
5395,5395,0,1,-133
5396,5396,0,1,-124
5397,5397,0,1,-114
5398,5398,0,1,-106
5399,5399,0,1,-98
5400,5400,0,1,-86
5401,5401,0,1,-75
5402,5402,0,1,-68
5403,5403,0,1,-64
5404,5404,0,1,-59
5405,5405,0,1,-48
5406,5406,0,1,-43
5407,5407,0,1,-31
5408,5408,0,1,-18
5409,5409,0,1,-16
5410,5410,0,1,-2
5411,5411,0,1,3
5412,5412,0,1,9
5413,5413,0,1,15
5414,5414,0,1,24
5415,5415,0,1,27
5416,5416,0,1,31
5417,5417,0,1,38
5418,5418,0,1,45
5419,5419,0,1,48
5420,5420,0,1,53
5421,5421,0,1,56
5422,5422,0,1,59
5423,5423,0,1,57
5424,5424,0,1,57
5425,5425,0,1,59
5426,5426,0,1,60
5427,5427,0,1,62
5428,5428,0,1,62
5429,5429,0,1,66
5430,5430,0,1,74
5431,5431,0,1,80
5432,5432,0,1,84
5433,5433,0,1,98
5434,5434,0,1,102
5435,5435,0,1,111
5436,5436,0,1,114
5437,5437,0,1,119
5438,5438,0,1,120
5439,5439,0,1,123
5440,5440,0,1,129
5441,5441,0,1,128
5442,5442,0,1,133
5443,5443,0,1,132
5444,5444,0,1,132
5445,5445,0,1,135
5446,5446,0,1,137
5447,5447,0,1,133
5448,5448,0,1,125
5449,5449,0,1,119
5450,5450,0,1,110
5451,5451,0,1,98
5452,5452,0,1,95
5453,5453,0,1,77
5454,5454,0,1,67
5455,5455,0,1,59
5456,5456,0,1,41
5457,5457,0,1,32
5458,5458,0,1,17
5459,5459,0,1,0
5460,5460,0,1,-14
5461,5461,0,1,-25
5462,5462,0,1,-39
5463,5463,0,1,-51
5464,5464,0,1,-67
5465,5465,0,1,-77
5466,5466,0,1,-89
5467,5467,0,1,-93
5468,5468,0,1,-103
5469,5469,0,1,-109
5470,5470,0,1,-110
5471,5471,0,1,-119
5472,5472,0,1,-119
5473,5473,0,1,-125
5474,5474,0,1,-127
5475,5475,0,1,-133
5476,5476,0,1,-137
5477,5477,0,1,-140
5478,5478,0,1,-136
5479,5479,0,1,-141
5480,5480,0,1,-143
5481,5481,0,1,-141
5482,5482,0,1,-135
5483,5483,0,1,-134
5484,5484,0,1,-125
5485,5485,0,1,-118
5486,5486,0,1,-108
5487,5487,0,1,-99
5488,5488,0,1,-96
5489,5489,0,1,-88
5490,5490,0,1,-75
5491,5491,0,1,-70
5492,5492,0,1,-61
5493,5493,0,1,-57
5494,5494,0,1,-47
5495,5495,0,1,-38
5496,5496,0,1,-30
5497,5497,0,1,-22
5498,5498,0,1,-17
5499,5499,0,1,-6
5500,5500,0,1,3
5501,5501,0,1,10
5502,5502,0,1,16
5503,5503,0,1,21
5504,5504,0,1,23
5505,5505,0,1,27
5506,5506,0,1,39
5507,5507,0,1,44
5508,5508,0,1,48
5509,5509,0,1,47
5510,5510,0,1,56
5511,5511,0,1,51
5512,5512,0,1,53
5513,5513,0,1,55
5514,5514,0,1,58
5515,5515,0,1,54
5516,5516,0,1,63
5517,5517,0,1,67
5518,5518,0,1,67
5519,5519,0,1,72
5520,5520,0,1,78
5521,5521,0,1,86
5522,5522,0,1,93
5523,5523,0,1,96
5524,5524,0,1,103
5525,5525,0,1,111
5526,5526,0,1,112
5527,5527,0,1,119
5528,5528,0,1,120
5529,5529,0,1,125
5530,5530,0,1,124
5531,5531,0,1,128
5532,5532,0,1,132
5533,5533,0,1,127
5534,5534,0,1,129
5535,5535,0,1,127
5536,5536,0,1,119
5537,5537,0,1,116
5538,5538,0,1,109
5539,5539,0,1,100
5540,5540,0,1,87
5541,5541,0,1,83
5542,5542,0,1,69
5543,5543,0,1,57
5544,5544,0,1,45
5545,5545,0,1,35
5546,5546,0,1,16
5547,5547,0,1,5
5548,5548,0,1,-9
5549,5549,0,1,-23
5550,5550,0,1,-33
5551,5551,0,1,-53
5552,5552,0,1,-58
5553,5553,0,1,-71
5554,5554,0,1,-84
5555,5555,0,1,-97
5556,5556,0,1,-105
5557,5557,0,1,-111
5558,5558,0,1,-119
5559,5559,0,1,-121
5560,5560,0,1,-129
5561,5561,0,1,-125
5562,5562,0,1,-130
5563,5563,0,1,-133
5564,5564,0,1,-138
5565,5565,0,1,-137
5566,5566,0,1,-143
5567,5567,0,1,-141
5568,5568,0,1,-144
5569,5569,0,1,-140
5570,5570,0,1,-139
5571,5571,0,1,-136
5572,5572,0,1,-132
5573,5573,0,1,-125
5574,5574,0,1,-116
5575,5575,0,1,-105
5576,5576,0,1,-102
5577,5577,0,1,-88
5578,5578,0,1,-81
5579,5579,0,1,-70
5580,5580,0,1,-66
5581,5581,0,1,-54
5582,5582,0,1,-52
5583,5583,0,1,-41
5584,5584,0,1,-29
5585,5585,0,1,-26
5586,5586,0,1,-11
5587,5587,0,1,-6
5588,5588,0,1,2
5589,5589,0,1,9
5590,5590,0,1,14
5591,5591,0,1,24
5592,5592,0,1,30
5593,5593,0,1,37
5594,5594,0,1,39
5595,5595,0,1,48
5596,5596,0,1,50
5597,5597,0,1,54
5598,5598,0,1,58
5599,5599,0,1,61
5600,5600,0,1,62
5601,5601,0,1,64
5602,5602,0,1,60
5603,5603,0,1,64
5604,5604,0,1,62
5605,5605,0,1,65
5606,5606,0,1,69
5607,5607,0,1,74
5608,5608,0,1,78
5609,5609,0,1,82
5610,5610,0,1,90
5611,5611,0,1,103
5612,5612,0,1,103
5613,5613,0,1,111
5614,5614,0,1,111
5615,5615,0,1,114
5616,5616,0,1,124
5617,5617,0,1,124
5618,5618,0,1,126
5619,5619,0,1,125
5620,5620,0,1,133
5621,5621,0,1,131
5622,5622,0,1,129
5623,5623,0,1,132
5624,5624,0,1,131
5625,5625,0,1,123
5626,5626,0,1,115
5627,5627,0,1,110
5628,5628,0,1,99
5629,5629,0,1,90
5630,5630,0,1,78
5631,5631,0,1,73
5632,5632,0,1,61
5633,5633,0,1,46
5634,5634,0,1,31
5635,5635,0,1,15
5636,5636,0,1,8
5637,5637,0,1,-6
5638,5638,0,1,-27
5639,5639,0,1,-38
5640,5640,0,1,-48
5641,5641,0,1,-64
5642,5642,0,1,-77
5643,5643,0,1,-90
5644,5644,0,1,-103
5645,5645,0,1,-108
5646,5646,0,1,-116
5647,5647,0,1,-119
5648,5648,0,1,-122
5649,5649,0,1,-126
5650,5650,0,1,-129
5651,5651,0,1,-132
5652,5652,0,1,-141
5653,5653,0,1,-137
5654,5654,0,1,-140
5655,5655,0,1,-142
5656,5656,0,1,-149
5657,5657,0,1,-143
5658,5658,0,1,-142
5659,5659,0,1,-143
5660,5660,0,1,-139
5661,5661,0,1,-136
5662,5662,0,1,-127
5663,5663,0,1,-116
5664,5664,0,1,-110
5665,5665,0,1,-96
5666,5666,0,1,-91
5667,5667,0,1,-84
5668,5668,0,1,-75
5669,5669,0,1,-65
5670,5670,0,1,-59
5671,5671,0,1,-53
5672,5672,0,1,-46
5673,5673,0,1,-31
5674,5674,0,1,-29
5675,5675,0,1,-15
5676,5676,0,1,-10
5677,5677,0,1,-4
5678,5678,0,1,6
5679,5679,0,1,16
5680,5680,0,1,19
5681,5681,0,1,24
5682,5682,0,1,29
5683,5683,0,1,34
5684,5684,0,1,38
5685,5685,0,1,43
5686,5686,0,1,48
5687,5687,0,1,52
5688,5688,0,1,57
5689,5689,0,1,58
5690,5690,0,1,55
5691,5691,0,1,51
5692,5692,0,1,55
5693,5693,0,1,58
5694,5694,0,1,60
5695,5695,0,1,63
5696,5696,0,1,71
5697,5697,0,1,73
5698,5698,0,1,86
5699,5699,0,1,90
5700,5700,0,1,100
5701,5701,0,1,106
5702,5702,0,1,108
5703,5703,0,1,111
5704,5704,0,1,121
5705,5705,0,1,118
5706,5706,0,1,126
5707,5707,0,1,130
5708,5708,0,1,125
5709,5709,0,1,133
5710,5710,0,1,133
5711,5711,0,1,134
5712,5712,0,1,130
5713,5713,0,1,122
5714,5714,0,1,117
5715,5715,0,1,113
5716,5716,0,1,104
5717,5717,0,1,103
5718,5718,0,1,89
5719,5719,0,1,78
5720,5720,0,1,66
5721,5721,0,1,53
5722,5722,0,1,41
5723,5723,0,1,29
5724,5724,0,1,16
5725,5725,0,1,1
5726,5726,0,1,-14
5727,5727,0,1,-27
5728,5728,0,1,-37
5729,5729,0,1,-53
5730,5730,0,1,-66
5731,5731,0,1,-79
5732,5732,0,1,-89
5733,5733,0,1,-100
5734,5734,0,1,-109
5735,5735,0,1,-110
5736,5736,0,1,-121
5737,5737,0,1,-125
5738,5738,0,1,-126
5739,5739,0,1,-132
5740,5740,0,1,-134
5741,5741,0,1,-137
5742,5742,0,1,-137
5743,5743,0,1,-143
5744,5744,0,1,-145
5745,5745,0,1,-143
5746,5746,0,1,-143
5747,5747,0,1,-138
5748,5748,0,1,-136
5749,5749,0,1,-138
5750,5750,0,1,-128
5751,5751,0,1,-120
5752,5752,0,1,-115
5753,5753,0,1,-107
5754,5754,0,1,-95
5755,5755,0,1,-88
5756,5756,0,1,-75
5757,5757,0,1,-68
5758,5758,0,1,-64
5759,5759,0,1,-53
5760,5760,0,1,-48
5761,5761,0,1,-37
5762,5762,0,1,-32
5763,5763,0,1,-19
5764,5764,0,1,-10
5765,5765,0,1,-5
5766,5766,0,1,2
5767,5767,0,1,12
5768,5768,0,1,19
5769,5769,0,1,26
5770,5770,0,1,27
5771,5771,0,1,35
5772,5772,0,1,40
5773,5773,0,1,48
5774,5774,0,1,49
5775,5775,0,1,56
5776,5776,0,1,59
5777,5777,0,1,59
5778,5778,0,1,60
5779,5779,0,1,61
5780,5780,0,1,63
5781,5781,0,1,58
5782,5782,0,1,64
5783,5783,0,1,70
5784,5784,0,1,70
5785,5785,0,1,77
5786,5786,0,1,83
5787,5787,0,1,85
5788,5788,0,1,92
5789,5789,0,1,102
5790,5790,0,1,112
5791,5791,0,1,118
5792,5792,0,1,119
5793,5793,0,1,123
5794,5794,0,1,129
5795,5795,0,1,129
5796,5796,0,1,130
5797,5797,0,1,135
5798,5798,0,1,129
5799,5799,0,1,132
5800,5800,0,1,135
5801,5801,0,1,131
5802,5802,0,1,128
5803,5803,0,1,122
5804,5804,0,1,112
5805,5805,0,1,110
5806,5806,0,1,99
5807,5807,0,1,88
5808,5808,0,1,77
5809,5809,0,1,66
5810,5810,0,1,54
5811,5811,0,1,36
5812,5812,0,1,27
5813,5813,0,1,14
5814,5814,0,1,0
5815,5815,0,1,-18
5816,5816,0,1,-27
5817,5817,0,1,-39
5818,5818,0,1,-52
5819,5819,0,1,-68
5820,5820,0,1,-80
5821,5821,0,1,-89
5822,5822,0,1,-106
5823,5823,0,1,-110
5824,5824,0,1,-118
5825,5825,0,1,-125
5826,5826,0,1,-123
5827,5827,0,1,-128
5828,5828,0,1,-130
5829,5829,0,1,-136
5830,5830,0,1,-134
5831,5831,0,1,-143
5832,5832,0,1,-140
5833,5833,0,1,-143
5834,5834,0,1,-148
5835,5835,0,1,-148
5836,5836,0,1,-149
5837,5837,0,1,-143
5838,5838,0,1,-139
5839,5839,0,1,-135
5840,5840,0,1,-123
5841,5841,0,1,-116
5842,5842,0,1,-108
5843,5843,0,1,-103
5844,5844,0,1,-88
5845,5845,0,1,-81
5846,5846,0,1,-69
5847,5847,0,1,-65
5848,5848,0,1,-58
5849,5849,0,1,-52
5850,5850,0,1,-44
5851,5851,0,1,-33
5852,5852,0,1,-26
5853,5853,0,1,-14
5854,5854,0,1,-7
5855,5855,0,1,5
5856,5856,0,1,7
5857,5857,0,1,17
5858,5858,0,1,23
5859,5859,0,1,25
5860,5860,0,1,29
5861,5861,0,1,32
5862,5862,0,1,41
5863,5863,0,1,45
5864,5864,0,1,55
5865,5865,0,1,55
5866,5866,0,1,57
5867,5867,0,1,55
5868,5868,0,1,57
5869,5869,0,1,60
5870,5870,0,1,62
5871,5871,0,1,61
5872,5872,0,1,67
5873,5873,0,1,66
5874,5874,0,1,71
5875,5875,0,1,83
5876,5876,0,1,85
5877,5877,0,1,99
5878,5878,0,1,99
